genename PIP_sum PIP_0hr_GABA PIP_1hr_GABA PIP_6hr_GABA PIP_diff
KCNA4 0.787775231410702 0.0188598298216204 0.749126768924273 0.0197886326648087 0.750055571767461
GPANK1 0.767372964636293 0.0105324001446423 0.756840564491651 NA 0.746308164347009
ZBED4 0.765527712190365 0.0121643322341511 0.741564052728972 0.011799327227242 0.741199047722063
TMEM236 0.770409120022863 0.0151473552223047 0.00997739313509183 0.745284371665466 0.740114409578253
ZNF638 0.745352642301829 0.0123919816820052 NA 0.732960660619824 0.720568678937819
NLRC5 0.858957410882413 0.0694783577109988 0.767104814329096 0.0223742388423183 0.720000695460416
RBM6 0.893425303120522 0.0897532406778831 0.0121847991163219 0.791487263326317 0.713918821764756
LRFN2 0.745438938882165 0.0162774684505284 0.700210459132583 0.0289510112990534 0.712884001981108
FAM120AOS 0.814812206975225 0.0519945071585356 0.0434067130180775 0.719410986798612 0.710823192658154
KHK 0.749717160211497 0.0196371564654169 0.709916918250733 0.020163085495347 0.710442847280663
ZNF365 0.807029118358698 0.0593246528043797 0.307921327538823 0.439783138015495 0.688379812749938
MYT1L 0.716027425231089 0.0147734758610092 0.685999731788496 0.0152542175815834 0.68648047350907
MRS2 0.745682755849492 0.0336726375173817 0.71201011833211 NA 0.678337480814728
OGDH 0.698635926315407 0.0214894577308954 0.660603365590258 0.0165431029942538 0.655657010853616
SERPINI1 0.998499455497245 0.171637383907126 0.323119107819234 0.503742963770885 0.655224687682993
XKR4 0.660244822247105 0.0187163464745452 0.592529580272108 0.0489988955004523 0.622812129298015
EEFSEC 0.703671515157241 0.0525785772441753 0.263785656383866 0.3873072815292 0.598514360668891
KCNMA1 0.863192499350375 0.135898290544498 0.667242381341185 0.0600518274646925 0.591395918261379
CCDC122 0.617878364801891 0.0140565282140068 0.010763563478565 0.593058273109319 0.589765308373877
PRPF40A 0.612794861299612 0.0125553985664167 0.584154328354109 0.0160851343790862 0.587684064166779
MAP3K20 0.62298746503798 0.0252281617352174 NA 0.597759303302763 0.572531141567545
LONRF1 0.797504880707406 0.113921577237362 NA 0.683583303470044 0.569661726232682
ATE1 0.59091333451867 0.0120876566131426 0.0128681981512802 0.565957479754247 0.566738021292385
EFR3B 0.629075042390397 0.0394025923805563 0.551068212367086 0.0386042376427546 0.550269857629284
TDRD6 0.520369480851274 0.0155083683102085 0.418841019860792 0.0860200926802733 0.489352744230857
CHADL 0.49442105656266 0.011249673750635 0.0530172960155643 0.430154086796461 0.47192170906139
DNPH1 0.491381105845296 0.0118993173130878 0.0101868504914538 0.469294938040754 0.46758247121912
GALNT17 0.543098752805102 0.0384364667886518 0.0381411211306469 0.466521164885803 0.466225819227798
ULK3 0.461002813973524 0.0137636991434701 0.43115089705321 0.016088217776844 0.433475415686584
HLA-DMA 1.01052689596062 0.289063186340994 0.345275789444232 0.376187920175389 0.432400523278627
POLK 0.482830266962138 0.0348720239045246 0.447958243057613 NA 0.413086219153088
SYT5 0.445030070423193 0.0200838657666421 0.169648719634823 0.255297485021728 0.404862338889909
TMEM143 0.400784217982925 0.0131936942240679 0.387590523758857 NA 0.374396829534789
GNG7 0.40367769767602 0.0152868848369802 0.0114227020917574 0.376968110747282 0.373103928002059
CA10 0.404657238881482 0.0253855385478036 NA 0.379271700333678 0.353886161785874
METTL15 0.37705717223707 0.0163055031059397 0.36075166913113 NA 0.34444616602519
PINX1 0.361776374493712 0.0141284348219705 0.0130669944208954 0.334580945250846 0.333519504849771
NKAIN2 0.669576557159686 0.168077772467275 0.0117732007180013 0.48972558397441 0.333421012225136
UROS 0.361291512655859 0.0140622274369316 0.011732227996224 0.335497057222703 0.333167057781995
UBR5 0.356235994504529 0.0136705767593446 NA 0.342565417745184 0.328894840985839
MBP 0.384712752650472 0.0280974113494197 0.0160244781608858 0.340590863140166 0.328517929951632
GMPR2 0.369653710176375 0.023626315607583 0.323550799883556 0.0224765946852359 0.322401078961209
STK32B 0.453395179504062 0.0698886473341862 0.183753534950457 0.199752997219419 0.31361788483569
IQSEC3 0.349290801183096 0.018717623120694 0.150868497685397 0.179704680377005 0.311855554941708
KIAA0513 0.350323621851484 0.0222782875628965 0.0226785543916501 0.305366779896937 0.305767046725691
UTS2B 0.331798306252094 0.0133260796366991 0.209502177394199 0.108970049221196 0.305146146978696
CHL1 0.836944795886875 0.266774856549686 0.222917157373499 0.34725278196369 0.303395082787503
LAMB1 0.378080161066538 0.038847506024092 0.0157000401961327 0.323532614846313 0.300385149018354
FAM120B 0.328464353478675 0.0149456383141554 0.107497464926942 0.206021250237578 0.298573076850365
MYO5C 0.329616158010997 0.0156321070488451 0.294676085419576 0.0193079655425759 0.298351943913307
TMEM104 0.323165474301285 0.0132054464392879 0.205947539544461 0.104012488317536 0.296754581422709
BTRC 0.318416456902846 0.0113939273957876 0.00787635287220512 0.299146176634853 0.295628602111271
AS3MT 0.944609154553607 0.32478216531658 0.271003656821181 0.348823332415846 0.295044823920447
NCAM1 0.314113803554691 0.0101656470568644 0.104880311776977 0.19906784472085 0.293782509440963
SDCBP2 0.318139675537869 0.0133503368415212 0.0101996751185646 0.294589663577783 0.291439001854826
CYP39A1 0.403349888535054 0.0571152503571383 0.0553766435361076 0.290857994641808 0.289119387820777
PCDHA4 0.310412744195021 0.0115473972545774 0.116930681310537 0.181934665629907 0.287317949685867
P4HTM 0.370462407987767 0.0417391338709506 0.130436591056694 0.198286683060122 0.286984140245865
LENG1 0.312732795813411 0.0133487073458355 0.277393231992249 0.0219908564753264 0.28603538112174
RADIL 0.324870468856806 0.0199433278249226 0.0112144053860967 0.293712735645787 0.284983813206961
FSTL4 0.321091481191593 0.0198501109729786 0.282301740761515 0.0189396294570995 0.281391259245636
RPGRIP1 0.354440715631682 0.037600251614898 0.0176714061615126 0.299169057855271 0.279240212401886
SLF2 0.359100997703021 0.041462861276818 0.317638136426203 NA 0.276175275149385
BRD3 0.30613924894914 0.0172486156560473 0.257433682722878 0.0314569505702148 0.271642017637045
TRDMT1 0.29291945918239 0.0120484135724638 NA 0.280871045609926 0.268822632037462
HIKESHI 0.308757357922096 0.0213733056288224 0.0136977080940064 0.273686344199267 0.266010746664451
SLC51A 0.34628938136911 0.0401787418375882 0.286546162544306 0.0195644769872161 0.265931897693934
GSE1 0.293886373219209 0.0143813387940266 0.143475047088412 0.13602998733677 0.265123695631155
TYMP 0.282460927410467 0.00954493429517789 NA 0.272915993115289 0.263371058820111
BRD3OS 0.292224487019231 0.0145720367011695 0.129857438007325 0.147795012310737 0.263080413616892
LACC1 0.284598070210762 0.0127480647401785 0.0117276690770304 0.260122336393553 0.259101940730405
OVGP1 0.381652645787639 0.0613308574127252 0.0122265768957254 0.308095211479188 0.258990930962188
DCBLD1 0.283915735485357 0.0128767632528811 0.0676653402088352 0.203373632023641 0.258162208979595
MPI 0.281341586709825 0.0118115264888897 0.0148640178148048 0.25466604240613 0.257718533732045
VWA5B1 0.286634292176716 0.0146520782096311 0.0729922714073182 0.198989942559767 0.257330135757454
MANEAL 0.380791458407828 0.0624112358420541 0.052247070215297 0.266133152350477 0.25596898672372
ARL8B 0.300714870086427 0.0224177107912485 0.0120655550550385 0.26623160424014 0.25587944850393
SERTAD2 0.359206494639757 0.0517403794508116 0.27586891889143 0.0315971962975149 0.255725735738133
PDE4D 0.349662860916643 0.0475240209693202 0.0397347182808337 0.262404121666489 0.254614818978002
KCNN3 0.273531234995027 0.0101792724404599 0.204055916748362 0.0592960458062047 0.253172690114107
TRPC4 0.269532635581455 0.00841755962024393 0.250482953660905 0.0106321223003065 0.252697516340968
CLEC11A 0.267557219508581 0.00969846144635911 0.245035781038816 0.0128229770234061 0.248160296615863
SEL1L 0.318195713531906 0.0355658866734397 0.0407189370189662 0.2419108898395 0.247063940185027
MDFIC 0.280487624371655 0.0169839561655457 NA 0.263503668206109 0.246519712040563
PYCR1 0.284307648499997 0.0197816376512834 0.0257580123933797 0.238767998455334 0.24474437319743
YPEL1 0.420096218863888 0.091098334929206 0.00896400780471562 0.320033876129966 0.237899549005476
DRD2 0.254223688642955 0.008680145427862 0.0135306676143593 0.232012875600734 0.236863397787231
SDHAF2 0.266194286415125 0.0146829400020523 0.0195115024260208 0.231999843987052 0.236828406411021
CDC42 0.267103231223589 0.0151416769101884 0.0177807311441026 0.234180823169298 0.236819877403212
CD247 0.26626823765701 0.015863250816726 0.21097007981172 0.0394349070285642 0.234541736023558
NDUFV2 0.276775000517041 0.0212016653528649 0.0224217777274335 0.233151557436743 0.234371669811312
EXD2 0.302642581086752 0.0343605015728398 0.0125662435329601 0.255715835980952 0.233921577941072
ADAM15 0.266480732852963 0.016669316260076 0.00798556125815797 0.241825855334729 0.233142100332811
PRPF40B 0.260202963311324 0.013643284814191 0.227608395826424 0.0189512826707091 0.232916393682942
MAN2A2 0.255092701951795 0.0118190518899244 0.227996683113018 0.0152769669488526 0.231454598171946
TMEM265 0.339804074915973 0.0547115549410668 0.0149313841549307 0.270161135819976 0.23038096503384
BMPER 0.275412489425217 0.0225298542815178 0.0145537403551078 0.238328894788591 0.230352780862181
MADD 0.265411016318706 0.0178169031280091 0.199454097046225 0.0481400161444716 0.229777210062687
PRSS23 0.257206270995725 0.0138158458715932 0.165013985661287 0.0783764394628449 0.229574579252539
TGOLN2 0.283708758770702 0.0272412982872374 0.0204029230889039 0.236064537394561 0.229226162196228
GPATCH2 0.260450405455422 0.0157422049571132 0.0790085110862971 0.165699689412012 0.228965995541196
FADS1 0.272822476849331 0.0224540078256062 0.0127256839028344 0.23764278512089 0.227914461198118
ENDOG 0.266975972550472 0.0203674301879768 NA 0.246608542362495 0.226241112174518
FCSK 0.249171666576358 0.0120590827447409 NA 0.237112583831617 0.225053501086876
ALKBH1 0.257076418730687 0.016679484557232 0.0829691176882096 0.157427816485245 0.223717449616223
GALM 0.251271891906325 0.0150360842431488 0.0287088012644406 0.207527006398736 0.221199723420028
PCCA 0.248775279366167 0.0138355777929589 0.113201604318383 0.121738097254825 0.221104123780249
ATG16L2 0.388582569574639 0.0854660711383395 0.0937299808373808 0.209386517598919 0.21765042729796
EHD4 0.242168858629116 0.0144537451788201 0.0144083164081464 0.21330679704215 0.213261368271476
INTS12 0.282767821013276 0.035488857108234 0.219810875350593 0.0274680885544487 0.211790106796808
AP1G2 0.251136171267311 0.0199404228855415 0.0143013273591316 0.216894421022638 0.211255325496228
RPP40 0.247551959566947 0.0192920042824369 0.0243430177193281 0.203916937565182 0.208967951002073
ERBB4 0.237786322973111 0.014520762051408 0.0877347547383669 0.135530806183336 0.208744798870295
RAP1A 0.289074301439631 0.0422810003111068 0.230028907277708 0.016764393850816 0.204512300817417
BTBD8 0.238455551673076 0.0169879368325492 0.0115889238474999 0.209878690993027 0.204479678007978
DDX6 0.234066531886216 0.0148739928049634 0.151726925383644 0.0674656136976085 0.204318546276289
ACVR2B 0.232581676237514 0.0143433307392611 0.147466309014668 0.0707720364835844 0.203895014758991
SLC25A24 0.676757853232 0.236547863873273 0.172791146902034 0.267418842456693 0.203662125485454
RHOB 0.294182311549786 0.0453813364101258 0.0525500025934027 0.196250972546257 0.203419638729534
UGCG 0.233035292115692 0.0148339482293002 NA 0.218201343886392 0.203367395657092
NDEL1 0.246315869868296 0.0216977402524222 0.0124940694497419 0.212124060166132 0.202920389363452
PRAG1 0.300425912481469 0.0487592097808747 0.0967453643179359 0.154921338382658 0.202907492919719
ZNF112 0.262306274412495 0.0298439653680888 0.0133850146800839 0.219077294364322 0.202618343676317
NUS1 0.227887255997328 0.0130358894971839 0.214851366500144 NA 0.20181547700296
CLDN7 0.529341652560227 0.164091172875005 0.152022330769179 0.213228148916043 0.201159306810217
KDELR2 0.233386750254961 0.0168685194306287 0.0121190818883299 0.204399148936002 0.199649711393703
C11orf87 0.476012233772921 0.138647496528606 0.166429123679612 0.170935613564703 0.198717240715709
CHMP4B 0.225398799183971 0.0133920886952722 0.0180417982107892 0.19396491227791 0.198614621793427
MTOR 0.220733736816486 0.0113729904822807 0.0237197833012306 0.185640963032975 0.197987755851925
UPK1B 0.222113895257669 0.0122697154941309 0.0442607404068766 0.165583439356661 0.197574464269407
SLC35C2 0.22570613601364 0.0153179374447632 0.117546362347334 0.0928418362215431 0.195070261124114
C3orf20 0.445758131319304 0.127004087568874 0.155408444594692 0.163345599155738 0.191749956181556
CERS5 0.527708940615697 0.168203450731011 0.140545952495847 0.218959537388839 0.191302039153675
FKBP1B 0.22104199875697 0.0158234553291939 0.171711087368663 0.0335074560591132 0.189395088098582
SYNE1 0.245048658199797 0.0278606328834742 0.199770796472924 0.0174172288433988 0.189327392432849
LSM5 0.221928557602501 0.0164131518702393 0.0136151310187757 0.191900274713486 0.189102253862022
MGST3 0.415496003596082 0.113705244717734 0.119551568044232 0.182239190834116 0.188085514160614
PLCL2 0.214603845803254 0.0135967316213904 0.0826227764821472 0.118384337699716 0.187410382560473
FZD3 0.224030818559423 0.0191359804619913 0.0514953798600848 0.153399458237347 0.18575885763544
FGFR1OP2 0.216704444598541 0.0169375456220973 0.0155315773574501 0.184235321618994 0.182829353354347
SUCLG2 0.337068968191262 0.0772001804172296 0.0965913801491488 0.163277407624884 0.182668607356803
FBXO33 0.237040747306547 0.0272276926383834 0.0919161227034263 0.117896931964737 0.18258536202978
SLC35E4 0.210250876394065 0.0140230216706791 0.0106294844307673 0.185598370292619 0.182204833052707
GSAP 0.217994780329507 0.0179720179679197 0.182810445354995 0.0172123170065921 0.182050744393667
FARP2 0.216358554462901 0.017179125282593 0.163899505955341 0.0352799232249669 0.182000303897715
DNTTIP1 0.232070866608831 0.0251318682130784 0.0423709672245315 0.164568031171221 0.181807130182674
ETV4 0.225076305694136 0.0217563113911224 0.180736595079905 0.0225833992231084 0.181563682911891
SNTB2 0.211634406815829 0.0151287361512658 0.0141305909899068 0.182375079674656 0.181376934513297
KCNC4 0.213489008120712 0.0162758783230105 0.154463578699285 0.0427495510984167 0.180937251474691
ROBO1 0.260321101455758 0.0397970782752745 0.00975897961183891 0.210765043568645 0.180726944905209
WIPI2 0.218760019350641 0.0190502254477085 0.179652092175559 0.0200577017273732 0.180659568455224
GON7 0.23920506179743 0.0297777893952662 0.0147373284455434 0.19468994395662 0.179649483006897
MB21D2 0.211041103892454 0.0159775557517067 0.168871856242437 0.0261916918983107 0.179085992389041
BAMBI 0.215719187207524 0.0190282618006727 0.0112669575757136 0.185423967831138 0.177662663606179
SCARB2 0.205655575757622 0.0140438683839746 0.171802337364832 0.0198093700088156 0.177567838989673
CNTN1 0.243397030422206 0.0333494134119212 0.0827515044614524 0.127296112548832 0.176698203598363
DEPDC4 0.195505800159735 0.00963986257081761 0.00910094173335818 0.176764995855559 0.1762260750181
SORT1 0.208079466256416 0.0163917395827203 0.171459868671676 0.0202278580020198 0.175295987090975
USP48 0.206640350653549 0.0159703525398717 NA 0.190669998113677 0.174699645573805
FNIP1 0.206218913588119 0.0163633034607545 0.012081253862539 0.177774356264825 0.17349230666661
PIGM 0.210830705489397 0.0189987214151163 0.159489919736187 0.0323420643380941 0.172833262659165
MAP3K1 0.23715217337916 0.0324154435908908 0.182609310410359 0.0221274193779097 0.172321286197378
ANKH 0.207491755089239 0.0179070109032942 0.153053364953095 0.0365313792328498 0.171677733282651
CPLANE2 0.213101616863352 0.0208581864190348 0.135213716689323 0.057029713754994 0.171385244025282
DNAJA1 0.26103746314816 0.0448627035994635 0.157845285074065 0.0583294744746317 0.171312055949233
DDX17 0.254463891580999 0.0416247632957134 NA 0.212839128285286 0.171214364989573
HEG1 0.195636192280088 0.0122367000999259 0.0855786327258858 0.0978208594542765 0.171162792080236
SP4 0.196572875056938 0.0127272017989304 0.0135455631423473 0.17030011011566 0.171118471459077
RCBTB1 0.636308191973279 0.232782535074039 0.361854522978428 0.0416711339208121 0.170743121825201
ODR4 0.192700089046158 0.0129025291086813 NA 0.179797559937477 0.166895030828796
RSPH3 0.228569917715721 0.0309374705733883 0.177298806218141 0.0203336409241917 0.166694976568944
DHX40 0.194585707155139 0.0143613772761779 0.180224329878961 NA 0.165862952602783
MMS19 0.193837189466861 0.0142131063043546 0.158407185047923 0.0212168981145835 0.165410976858152
ZNF558 0.202348303574981 0.0185072597105542 0.0144802055236801 0.169360838340747 0.165333784153873
AP3B2 0.185331539011386 0.0100262807610727 0.00836281075944712 0.166942447490866 0.16527897748924
FIGN 0.341868376505999 0.0884227892317751 0.0741590116518571 0.179286575622367 0.165022798042449
TMEM42 0.190505453449001 0.0135446184278287 0.153417375865256 0.0235434591559164 0.163416216593344
NUDT6 0.189937418761584 0.0133454943898967 0.0124007061427793 0.164191218228908 0.163246429981791
PKD2L2 0.234644493160786 0.0357886559683354 0.179463554749943 0.0193922824425079 0.163067181224115
RFWD3 0.189723208050533 0.0133586275877572 0.159536866165136 0.0168277142976397 0.163005952875018
DHFR2 0.196638510612047 0.0169738742568512 0.132992387012858 0.0466722493423376 0.162690762098344
SLC18A2 0.19080351272872 0.0141817312903014 0.0832111226159039 0.0934106588225147 0.162440050148117
DOT1L 0.18578620912279 0.0120601129213527 0.0138934735740032 0.159832622627434 0.161665983280084
NUDT2 0.195632202696835 0.0170661247766948 0.0764453765474832 0.102120701372657 0.161499953143445
FAM222A 0.188946176088738 0.0138557611291578 0.137735172373155 0.0373552425864248 0.161234653830422
MASP2 0.183797939456829 0.0114120801916031 0.157965313695231 0.0144205455699946 0.160973779073623
MICAL2 0.188609376490932 0.0143229199350533 NA 0.174286456555879 0.159963536620826
RAB33B 0.187765562468548 0.0143626157325849 0.102879328058869 0.0705236186770942 0.159040331003378
CWC27 0.184556728780382 0.0136301585950723 0.0714051442778243 0.0995214259074857 0.157296411590238
TTLL11 0.188328770791314 0.0155475487250174 0.121546595610243 0.0512346264560537 0.157233673341279
ELF2 0.181695246392145 0.0123124463746493 NA 0.169382800017496 0.157070353642847
TMEFF2 0.202575087811604 0.0233631690247483 0.00714677081425719 0.172065147972599 0.155848749762108
HECW1 0.243680807127765 0.0439807308117834 0.0117020894844587 0.187997986831523 0.155719345504198
RXRG 0.191266773820631 0.017827996232422 0.0117372687729039 0.161701508815305 0.155610781355787
TRHR 0.179731992395034 0.0122039124361706 NA 0.167528079958863 0.155324167522692
IQGAP1 0.182415847938799 0.013663886896278 NA 0.168751961042521 0.155088074146243
FOXN2 0.427346749266843 0.13618803471137 0.113752028247658 0.177406686307815 0.154970679844103
B3GALT2 0.180258790288779 0.0127300828927597 0.0177494918721181 0.149779215523901 0.154798624503259
RAB2A 0.219810778885737 0.032927552546214 0.186883226339523 NA 0.153955673793309
LY6H 0.18548790714619 0.0159453373082842 0.0140247152344384 0.155517854603467 0.153597232529621
CBR3 0.192515298779986 0.0194855398659991 0.0160592144483541 0.156970544465633 0.153544219047988
TMED5 0.188391214155175 0.0176777354682242 0.0576438574040802 0.113069621282871 0.153035743218727
TRIM47 0.264814196688435 0.0559699771096887 0.195373125284978 0.0134710942937686 0.152874242469058
MCPH1 0.178841698743656 0.0130718990145433 0.0119647547035928 0.15380504502552 0.15269790071457
POLR2D 0.260788604175608 0.054177754273606 0.01209137210373 0.194519477798272 0.152433095628396
SHC3 0.180865792440959 0.0144670186075898 0.012037328630734 0.154361445202635 0.151931755225779
ZRANB2 0.168069156589769 0.00827787026656379 0.149063072653998 0.0107282136692067 0.151513416056641
SLC1A1 0.179631178851795 0.0141240162930454 NA 0.16550716255875 0.151383146265705
DPH6 0.178762891361203 0.0136928581859413 0.146080719177943 0.0189893139973183 0.15137717498932
PTK2B 0.174398980762475 0.0115583931543474 0.145199961827548 0.0176406257805795 0.15128219445378
SFXN4 0.22958986313198 0.0393569183616008 0.117113651160815 0.0731192936095638 0.150876026408778
EZR 0.187090289330986 0.0182779199939371 0.0129580501350993 0.15585431920195 0.150534449343112
PCDH9 0.187775252487156 0.0187624404985344 0.148983260499701 0.0200295514889206 0.150250371490087
SNX21 0.175614539799731 0.0128124595204494 NA 0.162802080279282 0.149989620758833
NDUFB1 0.180437742454301 0.0154749904057273 0.121348157439477 0.043614594609097 0.149487761642847
TSKU 0.172976530084268 0.0122467806589497 0.0158552632066729 0.144874486218645 0.148482968766368
CEP57L1 0.174338824037437 0.0131060911280642 0.141915597930483 0.0193171349788899 0.148126641781309
CRACR2B 0.213313310911225 0.0326813344026293 0.123506494662047 0.0571254818465492 0.147950642105967
GNB1L 0.259146928032906 0.0567751168613385 0.0132692668287711 0.189102544342796 0.145596694310229
ASB8 0.27937738843057 0.0672552145031442 0.011937486359604 0.200184687567822 0.144866959424282
PM20D1 0.399500206867186 0.127721375234951 0.107368040200695 0.16441079143154 0.144057456397284
SLC38A7 0.261159431989118 0.0585702877710365 0.0109388327414383 0.191650311476643 0.144018856447045
TMEM213 0.202973765689259 0.0294890927567189 0.132751272825179 0.0407334001073609 0.143995580175821
DACT3 0.185334387785424 0.0208914138172881 0.0164720450739362 0.1479709288942 0.143551560150848
BDH2 0.158237794819154 0.00747459626030977 NA 0.150763198558844 0.143288602298534
SNAI3 0.317129572620021 0.0869339556071447 0.118157438442661 0.112038178570215 0.143261661405731
ZNF225 0.175429553231452 0.0161427662332194 0.0146393278351096 0.144647459163123 0.143144020765013
TACC1 0.314277935483978 0.0859730464212612 0.0102303301406019 0.218074558922115 0.142331842641456
CDC26 0.205367714363238 0.0315413297810145 0.0126805300182183 0.161145854564005 0.142285054801209
IRX1 0.17036856931168 0.0143418017967797 0.121682252006982 0.034344515507918 0.14168496571812
TIPIN 0.261542619429327 0.0599995437534369 NA 0.20154307567589 0.141543531922453
MTHFS 0.161876514181486 0.0104628049637734 0.124830941723146 0.0265827674945671 0.14095090425394
KRT19 0.16849258111956 0.0138474419047604 0.060728823985593 0.0939163152292061 0.140797697310039
TSBP1 0.166792284858107 0.0130335400677148 0.140024528286201 0.0137342165041908 0.140725204722677
SLC13A4 0.302689577846705 0.0810018401227593 0.0226885277228942 0.198999210001052 0.140685897601187
AKR1C3 0.177507831653 0.0186581165489732 0.0151131388613177 0.143736576242709 0.140191598555053
SNAP25 0.202221893933173 0.0310444469129402 0.013377536832077 0.157799910188156 0.140133000107293
CACNA2D1 0.173904798944655 0.0170468256109036 0.119437144883011 0.0374208284507402 0.139811147722848
NPIPB2 0.869186227727897 0.365018105352208 0.0290137477468333 0.475154374628856 0.139150017023481
SLC27A2 0.210596832216509 0.0358756622931966 0.0923435652537805 0.0823776046695323 0.138845507630116
MFAP3L 0.172024211999284 0.0170435549514973 0.0185000902424354 0.136480566805351 0.137937102096289
SLC48A1 0.175956767732733 0.019026776192939 0.0150164178905501 0.141913573649244 0.137903215346855
C2CD6 0.185662274336558 0.0239433080664003 0.136350058231555 0.0253689080386025 0.137775658203757
COQ8A 0.243237624070285 0.053000088167494 0.101482857553701 0.0887546783490901 0.137237447735297
USP24 0.164393807515394 0.0136328035675662 0.150761003947828 NA 0.137128200380262
ADGRD1 0.399879947370121 0.13139968831413 0.0974378312452408 0.17104242781075 0.137080570741861
ZNF229 0.170962973952293 0.0169416339476489 0.0763462316080047 0.0776751083966398 0.137079706056996
TEKT3 0.180505877322996 0.0218015895776801 0.0192525046283399 0.139451783116976 0.136902698167636
MYOM1 0.161986948322558 0.0125636108341615 0.118398360919976 0.0310249765684203 0.136859726654235
CNTNAP3 0.167002559814964 0.0153683350029552 NA 0.151634224812009 0.136265889809054
MEX3D 0.162798701408743 0.0134030690824017 0.129951154793246 0.0194444775330948 0.135992563243939
PGM2 0.164637519790803 0.0143515284485617 0.0229592630120272 0.127326728330214 0.135934462893679
STRN4 0.165799729067748 0.0153175427338089 0.0127405385547916 0.137741647779148 0.135164643600131
TMEM14B 0.178703670707691 0.0219806358777385 0.0468750183451405 0.109848016484812 0.134742398952214
JRK 0.178747424544012 0.0220219603047248 0.0264512664125164 0.130274197826771 0.134703503934563
NECAB1 0.295791119994813 0.0805960009248232 0.0113753970818064 0.203819721988183 0.134599118145166
REEP4 0.184207492353037 0.025088286384878 0.133828978670478 0.0252902272976808 0.134030919583281
CPLX1 0.229992711237078 0.0480691905341618 0.167127069427179 0.0147964512757374 0.133854330168755
ATP6V1G1 0.173895990680191 0.0200539839961066 0.137158995130044 0.0166830115540407 0.133788022687978
ZNF627 0.153925313590811 0.0105527272661576 NA 0.143372586324653 0.132819859058495
GRIK4 0.158347433849049 0.0132106182235842 0.0110218757385365 0.134114939886928 0.13192619740188
BFSP1 0.174520203555108 0.0213885404574875 0.153131663097621 NA 0.131743122640133
NLRC4 0.191235736919701 0.0299786535151871 0.0218562369852542 0.13940084641926 0.131278429889327
CSMD1 0.216110170150584 0.0427906451862027 0.0357730537243064 0.137546471240075 0.130528879778179
ARL5B 0.179441630173412 0.024588624078741 0.1420807495198 0.0127722565748709 0.13026438201593
IFIT3 0.164202537170147 0.0173144043633472 0.108001152029666 0.0388869807771335 0.129573728443452
ABHD10 0.164664206652864 0.0176496483119205 0.1021687630121 0.0448457953288434 0.129364910029023
DYNC2LI1 0.158310403843931 0.0145290581973488 0.0671366962319772 0.0766446494146051 0.129252287449233
SNX31 0.155451753566745 0.0131900756449801 NA 0.142261677921765 0.129071602276785
MSANTD1 0.193268298297079 0.0321055659997751 0.128773794893263 0.0323889374040413 0.129057166297529
CYSTM1 0.167101460012813 0.0191376645500279 0.0122594287191699 0.135704366743615 0.128826130912757
ZNF592 0.152560626287872 0.0124918608334509 0.100527943158157 0.0395408222962643 0.12757690462097
ECE1 0.161424677056111 0.016948096451047 0.100670353505357 0.0438062270997068 0.127528484154017
TMEM70 0.162641242626992 0.0179438228205857 0.07967870088559 0.0650187189208166 0.126753596985821
TRABD 0.143162614100851 0.00821890489328792 0.134943709207563 NA 0.126724804314275
