genename PIP_sum PIP_0hr_npglut PIP_1hr_npglut PIP_6hr_npglut PIP_diff
FAAP100 0.678578272406825 0.013589370092396 0.00747756138821787 0.657511340926211 0.651399532222033
AFF1 0.724821050548153 0.0372776430752922 0.667685044662533 0.0198583628103278 0.650265764397569
PPP4R1 0.681208740351822 0.0163614371151929 0.644894177598595 0.0199531256380344 0.648485866121437
FAM120AOS 0.667491537847251 0.0112446463712442 0.656246891476007 NA 0.645002245104763
SLC26A6 0.666521541340157 0.0338470107289325 NA 0.632674530611224 0.598827519882292
ATE1 0.622885978787342 0.0121040213496632 NA 0.610781957437679 0.598677936088016
EPB41L2 0.600597169951444 0.012799501180825 0.512654519725289 0.07514314904533 0.574998167589794
DPYSL2 0.615380112028038 0.0224498579772423 0.00815733953172748 0.584772914519068 0.570480396073553
OPN3 0.580590498755878 0.013515324608073 0.00827928134624179 0.558795892801563 0.553559849539732
ARPP19 0.891486400125109 0.180362633038614 0.67856566441159 0.0325581026749047 0.530761134047881
GALNT8 0.552133755449548 0.0131867675462435 0.0143370391293866 0.524609948773918 0.525760220357061
ZNF660 0.530849210159601 0.015112330631664 0.00704774120030338 0.508689138327634 0.500624548896273
BTBD2 0.532240833108903 0.0167033567175333 0.469972912171171 0.0455645642201989 0.498834119673837
HMCN2 0.55349347948787 0.0318608496217898 0.155565603399327 0.366067026466753 0.48977178024429
SERGEF 0.519756494628451 0.0154902050990949 0.00688180396239213 0.497384485566964 0.488776084430261
CACNB2 0.493943495982326 0.0116394505811668 0.0145430313379152 0.467761014063244 0.470664594819992
TMEM219 0.497928540935936 0.0143578992610087 0.00816016999212976 0.475410471682798 0.469212742413919
CD46 0.884621724263846 0.209428896916275 0.198007443256974 0.477185384090597 0.465763930431296
COG8 0.484291836551228 0.0137876023449977 NA 0.47050423420623 0.456716631861232
HELZ2 0.483294394947246 0.0202196596040777 0.0102947127793379 0.45278002256383 0.44285507573909
FKBP1A 0.441203524840695 0.0172155517686512 0.00681607304426013 0.417171900027784 0.406772421303393
BOD1L1 0.410487602789835 0.0159879650481701 0.121968593956066 0.272531043785599 0.378511672693495
CCDC57 0.40444104307322 0.014073223156625 0.125334742041313 0.265033077875282 0.37629459675997
SLC35E4 0.382001400949755 0.0126950310611863 0.0134591764738363 0.355847193414732 0.356611338827382
ZNF407 0.380261788666946 0.0119858982935316 0.295871970976135 0.0724039193972792 0.356289992079883
TNNI3 0.380947660498687 0.0147313211785889 0.189160473745013 0.177055865575085 0.351485018141509
TMA16 0.368852317248259 0.0126797262474164 0.0163279487922009 0.339844642208642 0.343492864753427
ZBED4 0.842336743185123 0.251406824149194 0.246988614356946 0.343941304678983 0.339523094886735
PKNOX2 0.373733501044717 0.0198519401734611 0.0127607385861842 0.341120822285072 0.334029620697795
NMT2 0.356916552253344 0.0123768491299024 0.109982185280679 0.234557517842763 0.33216285399354
B4GALT4 0.355187947056763 0.0116528109459674 0.187066702284605 0.156468433826191 0.331882325164829
PHLDB1 0.368444381243654 0.0208089787787915 0.0111217693118409 0.336513633153022 0.326826423686071
TIA1 0.365214509061793 0.019784492839541 NA 0.345430016222252 0.325645523382711
ZNF470 0.351548745325618 0.0142908249732732 0.00677793617956912 0.330479984172776 0.322967095379072
KIAA0232 0.34637850968181 0.0130929906565588 0.0073797576973289 0.325905761327922 0.320192528368692
NPIPB2 0.830184229133789 0.255060142272274 0.249664156274065 0.32545993058745 0.320063944589241
THUMPD3 0.349068264602435 0.0153498950879645 NA 0.33371836951447 0.318368474426506
MED8 0.351434681683035 0.0169807189952701 0.024559182457414 0.309894780230351 0.317473243692495
BAZ2B 0.331291417639477 0.011823316308651 0.287530062521049 0.0319380388097773 0.307644785022175
ZNF860 0.327278257367361 0.00991124273010713 0.012651656141099 0.304715358496155 0.307455771907147
SLC20A2 0.331816449805315 0.0128678601695466 0.101489340936605 0.217459248699163 0.306080729466221
CTDSPL 0.324846108699085 0.0101758663345783 NA 0.314670242364507 0.304494376029929
THRAP3 0.321260449862152 0.0114916524827705 0.309768797379381 NA 0.298277144896611
TRIM14 0.320203967435429 0.0124700897345864 0.119395999940208 0.188337877760635 0.295263787966257
CCDC121 0.360648880618686 0.0331808813118742 0.00574771352783898 0.321720285778973 0.294287117994938
THRB 0.313511534661881 0.0107728798834384 0.13856607744246 0.164172577335983 0.291965774895005
HINFP 0.386901402741316 0.0478894926933311 0.00711329921421222 0.331898610833773 0.291122417354654
VANGL1 0.349076207770261 0.0295517606569335 0.00747113403382282 0.312053313079505 0.289972686456394
BEND4 0.325854215062344 0.0186164431061443 0.0621272698269545 0.245110502129245 0.288621328850055
KLHDC10 0.328506389988693 0.0219552847820982 0.0973958458094926 0.209155259397102 0.284595820424496
DPM2 0.329695699555226 0.0230878972127958 0.00481156897415669 0.301796233368274 0.283519905129635
CREBRF 0.314651677204328 0.0156054694401743 0.199006849269985 0.100039358494169 0.28344073832398
GGNBP2 0.305474593135949 0.0121617328497393 0.29331286028621 NA 0.281151127436471
CENPU 0.313002359648069 0.0181189151661924 0.261579971381274 0.0333034731006029 0.276764529315684
HIVEP1 0.300283126482945 0.0119526747325454 0.2722872009977 0.0160432507526993 0.276377777017854
PAF1 0.305400528075436 0.0148584125351176 NA 0.290542115540318 0.2756837030052
CLIP1 0.317597005160953 0.0213656530341118 0.00418121489962142 0.29205013722722 0.27486569909273
UBAP2 0.426171495326343 0.0775934628153087 0.00798225585014922 0.340595776660885 0.270984569695725
APCDD1L 0.29525254849222 0.0140654264464331 0.0610376988104737 0.220149423235313 0.267121695599354
HIC1 0.303047527997084 0.0185529643432538 0.193326075583173 0.0911684880706574 0.265941599310577
PCBD2 0.290280188640908 0.0149062214347104 0.00905846577518576 0.266315501431012 0.260467745771487
SYNPR 0.302200144332761 0.021467127608842 0.123551643224029 0.15718137349989 0.259265889115077
MRPL37 0.286383909643803 0.0143961007383273 0.252784457128478 0.0192033517769974 0.257591708167148
ESRRB 0.278509073481316 0.0137342208960441 0.0169934338039789 0.247781418781293 0.251040631689228
PSMD6 0.270832355056214 0.0109258681657491 0.0163855402612664 0.243520946629198 0.248980618724715
FAM120B 0.360251675567633 0.0559478271656358 0.0157536113339047 0.288550237068092 0.248356021236361
METAP1D 0.275271596360229 0.0145747044972105 0.00618518718148331 0.254511704681535 0.246122187365808
INKA2 0.299658792946963 0.0278262517917006 0.241499891286284 0.0303326498689788 0.244006289363562
CNDP1 0.372368889804876 0.064212427767624 0.00646961551290237 0.30168684652435 0.243944034269628
RABGAP1L 0.285491174484603 0.0212479437972225 NA 0.264243230687381 0.242995286890158
C2orf49 0.414143080593751 0.0875674464468174 0.188226134496774 0.13834949965016 0.239008187700117
NDUFV2 0.294878671517358 0.0286275747253678 0.0131782538652461 0.253072842926744 0.237623522066622
KBTBD12 0.324807765047911 0.0442757694364669 0.00637459101611637 0.274157404595328 0.236256226174977
RAB15 0.264215591550649 0.0148210637822523 NA 0.249394527768397 0.234573463986145
LYSMD4 0.328272095461811 0.0470531167545589 0.156610784987299 0.124608193719953 0.234165861952693
EMID1 0.256143305686109 0.0114205552486484 0.0713314355622953 0.173391314875165 0.233302195188812
JPH3 0.309086050041186 0.0384984074916785 0.270587642549508 NA 0.232089235057829
SOWAHC 0.262507150265033 0.0158747838255516 0.217525945874849 0.0291064205646319 0.230757582613929
STK24 0.281931702730056 0.0259770493190725 0.0899454889384169 0.166009164472567 0.229977604091911
CADM1 0.260606045369296 0.0154326992798833 0.101879426417228 0.143293919672185 0.22974064680953
ESAM 0.249927692207752 0.0112966211141915 0.143521399368644 0.0951096717249166 0.227334449979369
IFT74 0.312807166066702 0.0427393266057906 0.00835496227985799 0.261712877181053 0.22732851285512
ZNF100 0.347347936067726 0.0616237559774087 0.0905480826647892 0.195176097425528 0.224100424112909
ZNF202 0.245920212086001 0.0117183560568882 0.00935196175307684 0.224849894276036 0.222483499972225
RSRC2 0.24002118904183 0.00888703723867645 0.00533337653139976 0.225800775271754 0.222247114564477
ZNF235 0.288706304175681 0.0334290344440584 0.0806024523773761 0.174674817354247 0.221848235287565
CMTR1 0.269731397197404 0.0243491467914752 0.00868089448527909 0.23670135592065 0.221033103614454
GNG13 0.253958209321705 0.0166493524748845 0.0159566017484584 0.221352255098362 0.220659504371936
TRIP11 0.287620782854291 0.0336545171388821 0.0906743229184188 0.16329194279699 0.220311748576527
SLC35A5 0.262877663388449 0.0214421785802688 0.00938769638113235 0.232047788427048 0.219993306227912
GMNN 0.244320646987733 0.0134408686851657 0.213680915178147 0.0171988631244204 0.217438909617402
ARHGEF10L 0.251868886596254 0.0185480671284047 0.0239698265742303 0.209350992893619 0.214772752339445
ACOT13 0.267737311124626 0.0267518236383116 0.220873210073754 0.0201122774125603 0.214233663848003
PICALM 0.241563153010485 0.0147460244370313 0.208664594858182 0.0181525337152716 0.212071104136422
SERP2 0.2315304293253 0.0110830573561047 0.202429692016785 0.0180176799524099 0.20936431461309
BTRC 0.581494028229532 0.186337524344739 0.0684389610042707 0.326717542880522 0.208818979540054
SEPTIN3 0.214065505196376 0.00303524090632346 0.00286164134474998 0.208168622945303 0.20799502338373
RCAN2 0.239017710006469 0.0157681484475914 0.0157599206627675 0.20748964089611 0.207481413111286
KLHL23 0.245951203700013 0.0199166138929799 0.0916758936793665 0.134358696127667 0.206117975914054
MPPED1 0.240237377205694 0.0175093630229112 0.00836939824275418 0.214358615940029 0.205218651159872
CAAP1 0.239824479643401 0.0174478473082161 0.195926536648216 0.0264500956869691 0.204928785026969
NCAM1 0.287582010575903 0.041362630270279 0.0706618828216462 0.175557497483978 0.204856750035345
PCDH17 0.419156120477646 0.107368447608105 0.0076673625300131 0.304120310339528 0.204419225261436
TEX10 0.233248799408511 0.0146341276259251 0.0208406824928055 0.19777398928978 0.20398054415666
EEFSEC 0.679885254568335 0.238819477199499 0.136242650349043 0.304823127019793 0.202246300169337
NRIP1 0.247942203552225 0.0228880491119541 0.0685767025545313 0.15647745188574 0.202166105328317
SUN1 0.229394674314458 0.01400069387632 0.1977941123971 0.0175998680410384 0.201393286561818
FADS2 0.233061157466543 0.0160699948053183 0.0682028715495455 0.148788291111679 0.200921167855906
GRIK3 0.308516012602093 0.0547455252747253 0.00605516367650649 0.247715323650861 0.199024962052642
NSD3 0.26828913022879 0.0348146930864327 0.233474437142357 NA 0.198659744055924
ARHGAP21 0.239183718260843 0.020368991645747 0.00730246448299365 0.211512262132102 0.198445734969349
KLB 0.237656594094253 0.0205659761973176 NA 0.217090617896935 0.196524641699617
DUSP16 0.358647680587165 0.0813967854744915 0.0444568302796181 0.232794064833055 0.195854109638182
JAM3 0.215363531769404 0.00979880838666158 0.181871895627741 0.0236928277550015 0.195765914996081
BAP1 0.266164709161318 0.0366924408617159 0.121124252882778 0.108348015416824 0.192779827437886
PPP6R1 0.251005076866076 0.0298037814763411 0.20596370716906 0.0152375882206747 0.191397513913394
IER5 0.218800428650907 0.0138447754391763 0.0287322244872105 0.17622342872452 0.191110877772554
ELMOD2 0.219086128150116 0.0147066566691999 0.0154086466473664 0.18897082483355 0.189672814811716
MEIS1 0.313725566567354 0.0626509200954147 NA 0.251074646471939 0.188423726376524
PCNX2 0.246691764009688 0.0292034880083759 0.192821941392964 0.0246663346083477 0.188284787992936
SOCS2 0.211717563081953 0.0118885861650544 0.0112409533931416 0.188588023523757 0.187940390751844
YWHAB 0.207883421714541 0.0100687407982101 0.0578880252525581 0.139926655663773 0.187745940118121
ADGRB3 0.207646476599157 0.0100286743477077 0.174985890912343 0.022631911339106 0.187589127903741
ARHGAP35 0.220774193924094 0.0168295227704153 0.149388926140786 0.0545557450128923 0.187115148383263
AGMO 0.233984413142752 0.0238288807809223 0.0200042303937453 0.190151301968084 0.186326651580907
STXBP6 0.216724197802289 0.0156134947314841 0.144086984225365 0.0570237188454402 0.185497208339321
MED30 0.210739048397856 0.012646950860178 0.172773881729234 0.0253182158084442 0.1854451466775
FAF1 0.21141741387484 0.0131074032426654 NA 0.198310010632175 0.18520260738951
SUCLG2 0.302758674931829 0.0594921754163759 0.0438405737824458 0.199425925733007 0.183774324099077
EFNA5 0.20133809760177 0.0089939711812056 0.00491210338322812 0.187432023037336 0.183350155239359
ZNF559 0.255639912811808 0.0364276559319414 0.172725558784309 0.0464866980955571 0.182784600947925
SLC13A4 0.253328868554475 0.0352981669837154 0.091646274968724 0.126384426602036 0.182732534587045
MFSD4B 0.209247215686258 0.0136997422876236 0.00954236824569621 0.186005105152938 0.181847731111011
ATRNL1 0.275619477173201 0.0474291007027763 0.0279975132833187 0.200192863187106 0.180761275767648
ARMC10 0.207483465417653 0.0135522058815444 0.013500216717017 0.180431042819092 0.180379053654565
FAM174C 0.236022534788349 0.0289357158176202 0.0622514555063949 0.144835363464334 0.178151103153109
ARHGEF16 0.21418087396606 0.0182969944091497 0.181540839511877 0.0143430400450336 0.177586885147761
HOMER3 0.203964422768193 0.0132951866170991 NA 0.190669236151094 0.177374049533995
PCDH12 0.205257276338674 0.0140283297199955 0.00903485888057753 0.182194087738101 0.177200616898683
ZNHIT3 0.679946940293694 0.251381591639776 NA 0.428565348653918 0.177183757014142
PPARG 0.209678609660923 0.0163163550195327 NA 0.19336225464139 0.177045899621857
PREX1 0.200495657233715 0.0119572672526038 0.0188099925454276 0.169728397435684 0.176581122728508
SLC6A6 0.240046696116598 0.03183954886487 0.142536659166023 0.0656704880857049 0.176367598386858
KIF20B 0.215128435486988 0.0195845769167341 0.175687198603222 0.0198566599670317 0.17595928165352
RPS3A 0.21161862502684 0.0178665568509044 0.0158105260808114 0.177941542095124 0.175885511325031
C9orf64 0.240409395546199 0.0323610879250253 0.00859065902485301 0.199457648596321 0.175687219696149
PLRG1 0.198457505489058 0.0118113978649707 0.0564217866193326 0.130224321004755 0.174834709759117
EZR 0.241449735217505 0.0343126074865489 NA 0.207137127730956 0.172824520244407
SOX1 0.207360780964406 0.017972449257348 0.00712938222913706 0.182258949477921 0.17141588244971
PREPL 0.206016612645264 0.0174882176363916 0.00884474091205656 0.179683654096816 0.171040177372481
BEND6 0.244562362643655 0.0380600270691601 0.098407304743441 0.108095030831054 0.168442308505335
SPATS2L 0.186243219889514 0.00984693136386061 0.00513419756780176 0.171262090957852 0.166549357161793
NEK4 0.240351948862578 0.0374152479390583 0.0774102566711015 0.125526444252418 0.165521452984461
HBS1L 0.206327177088913 0.0205721502073518 0.00834370957954522 0.177411317302016 0.165182876674209
TBC1D8 0.198420965679736 0.016777624089339 0.122833167608606 0.0588101739817913 0.164865717501058
IFT122 0.197264682834118 0.0163440441547156 0.0109152204003343 0.170005418279068 0.164576594524687
SPAG8 0.185132951199229 0.0105136008157329 0.156872712941728 0.0177466374417677 0.164105749567763
PCSK6 0.192504858059051 0.0148708854438465 0.0172525744010588 0.160381398214146 0.162763087171358
MARVELD1 0.207412513936257 0.0224114330411493 0.159190015725858 0.0258110651692497 0.162589647853958
C1orf109 0.213457609730248 0.0254437392414106 0.04960362720955 0.138410243279287 0.162570131247426
ARHGEF4 0.193265974555834 0.0153809204830828 0.00880140956580422 0.169083644506947 0.162504133589668
SDHAF4 0.354696325581438 0.096352931469849 0.0587643819164609 0.199579012195128 0.16199046264174
CPT1B 0.191549713735419 0.0152359791196229 NA 0.176313734615796 0.161077755496173
TOM1L1 0.186181249907844 0.0130445986330385 0.00914636799313362 0.163990283281672 0.160092052641767
LRRD1 0.187659537382039 0.0138937878427652 0.152038841429777 0.0217269081094973 0.159871961696509
DOLPP1 0.188623098734589 0.0144231827575142 0.0109370692372391 0.163262846739836 0.159776733219561
CCDC85A 0.310618374547677 0.0754495279427516 NA 0.235168846604925 0.159719318662173
ZC3H8 0.326747802703226 0.0836451901179661 NA 0.24310261258526 0.159457422467294
NPR2 0.196593770636182 0.0186730621742686 0.0403620249825706 0.137558683479343 0.159247646287645
FIGN 0.188343099945667 0.0146438115912153 0.00832438143727588 0.165374906917176 0.159055476763237
PLEKHG1 0.189305088953872 0.0154157731674042 0.0155651609421017 0.158324154844366 0.158473542619063
BCAN 0.187519584014101 0.0147176104019212 NA 0.17280197361218 0.158084363210259
ARL9 0.190397140439059 0.0162076064087388 0.11684526688693 0.0573442671433902 0.157981927621581
TCAIM 0.208378422371282 0.0253704701110175 0.0630265913977813 0.119981360862483 0.157637482149247
SCN9A 0.184146451070044 0.0137402900413243 0.00780953178176325 0.162596629246956 0.156665870987395
PIDD1 0.191932004856043 0.0178427858390661 NA 0.174089219016977 0.156246433177911
AP5S1 0.19864400740629 0.0212987071384674 NA 0.177345300267823 0.156046593129356
SCN1A 0.183195476050111 0.0137460683208055 0.00778148113138988 0.161667926597916 0.1557033394085
EPHB1 0.183074425533142 0.0137226593216413 0.148903633338891 0.0204481328726096 0.155629106889859
CCDC136 0.174589782798269 0.00999079907613643 0.151573298824361 0.0130256848977716 0.154608184645996
DNAJA1 0.440663779144541 0.143441590279152 0.106965191211485 0.190256997653904 0.153780598586237
ZNF415 0.196317343413222 0.0216148599842024 0.0188242513527904 0.155878232076229 0.153087623444817
FIZ1 0.207587694633974 0.0272793317941562 0.00707629413522826 0.17323206870459 0.153029031045662
SPTB 0.193385642351645 0.0203698762790955 NA 0.173015766072549 0.152645889793454
C1orf174 0.275007709039084 0.0616499323488948 0.0797859673661373 0.133571809324052 0.151707844341295
RAB14 0.257891853429909 0.0532785016403179 0.0430874945549433 0.161525857234648 0.151334850149273
ATG16L2 0.17576150089724 0.0122261606853789 0.146885736143477 0.0166496040683841 0.151309179526482
SNCAIP 0.248614813382228 0.0488295130212049 NA 0.199785300361023 0.150955787339818
TRNP1 0.183561777678634 0.0163550211629701 NA 0.167206756515664 0.150851735352694
FBXO34 0.17410079366815 0.0122038852584627 0.0353822071646497 0.126514701245038 0.149693023151225
NLRC4 0.179623900411984 0.0151012756243463 0.00909956333141204 0.155423061456226 0.149421349163292
UGGT2 0.190143446811716 0.0204006578495028 0.149624705462924 0.0201180834992895 0.149342131112711
SDHAF1 0.177555647480027 0.0141296094549888 0.134959657875308 0.02846638014973 0.149296428570049
BTD 0.193622777103064 0.0221955253901033 NA 0.171427251712961 0.149231726322858
TMEM70 0.177646144728575 0.0142658240002913 0.017878040496273 0.145502280232011 0.149114496727993
GCNT7 0.178782492021761 0.0149019887022387 0.0157351386205415 0.148145364698981 0.148978514617284
ALDH7A1 0.174209210509746 0.0127416030809613 0.124220550814888 0.0372470566138966 0.148726004347823
CDK5R1 0.214270600694146 0.0333740090045745 0.00909255451253466 0.171804037177037 0.147522582684997
ZNF521 0.179140916175556 0.0158368177414226 0.012707665860853 0.15059643257328 0.14746728069271
SLC25A24 0.497963535315595 0.175316352731535 0.102713437574017 0.219933745010043 0.147330829852525
ARSB 0.179914435434865 0.0165132191924822 0.0664003069019721 0.0970009093404112 0.146887997049901
NPL 0.175194076882739 0.0143850809062315 0.00876999294146208 0.152039003035045 0.146423915070276
L3HYPDH 0.167367800535484 0.0107221982781925 0.00757799914886093 0.149067603108431 0.145923403979099
MICU2 0.182667262516333 0.0184185237773404 NA 0.164248738738993 0.145830214961653
CAMKK2 0.171183460742779 0.0130107329730951 0.00739393094241803 0.150778796827266 0.145161994796589
SYNDIG1L 0.409313032690783 0.132181953586586 0.110388236058037 0.16674284304616 0.144949125517611
PTRH1 0.164560782162561 0.00994020354850111 NA 0.15462057861406 0.144680375065559
SYCP3 0.173800170619585 0.014562311090263 0.00830640590262244 0.1509314536267 0.144675548439059
CPVL 0.204514703225948 0.029949301944027 0.144829025195858 0.0297363760860628 0.144616099337894
ZDHHC14 0.414560726428274 0.135309767496198 0.108550846028401 0.170700112903675 0.143941191435878
POTEI 0.173732808703126 0.0149821404495176 0.0108312810284543 0.147919387225154 0.143768527804091
CHAMP1 0.200274658750911 0.0284474369119759 0.00804810988970239 0.163779111949233 0.143379784926959
FKBP8 0.178029999376197 0.0175260761036402 0.0192061147791907 0.141297808493366 0.142977847168917
SOX15 0.175843737248518 0.016478727557202 NA 0.159365009691316 0.142886282134114
CYTH1 0.187134654176086 0.0221418422852235 0.00848423077925442 0.156508581111608 0.142850969605639
GTF2H5 0.176804525549976 0.0171494868718968 0.0433736115392486 0.116281427138831 0.142505551806183
SMPD2 0.163198391852502 0.0104172388622203 0.00592411029462847 0.146857042695653 0.142363914128061
ZNF841 0.18005347570729 0.0190254650354376 0.141565780685961 0.019462229985891 0.142002545636414
DNAH17 0.178869953402924 0.0189866890086936 0.012928800146364 0.146954464247866 0.140896575385536
TXNRD2 0.162632663081198 0.0111610941108983 0.128675444470115 0.0227961245001849 0.140310474859402
PIKFYVE 0.205270621533546 0.0325936279776484 0.115694530388921 0.0569824631669763 0.140083365578249
DBH 0.243762714799366 0.0522331512846307 NA 0.191529563514735 0.139296412230104
TNIP1 0.157178098586801 0.00894874406918533 0.0222173553146043 0.126011999203011 0.13928061044843
FTH1 0.248654080922864 0.0550081940476477 0.170246906951265 0.0233989799239515 0.138637692827569
ZNF365 0.155042686917184 0.00836254077620213 0.0446098937057737 0.102070252435208 0.13831760536478
PHLPP2 0.298136167420962 0.0799400514775291 0.0132033312741278 0.204992784669305 0.138256064465904
TBX2 0.170143070763153 0.0161629253619343 0.0204140056285436 0.133566139772675 0.137817220039284
LUZP2 0.199822751843184 0.0311076480405189 0.146212981989239 0.0225021218134263 0.137607455762146
GPR176 0.173321996139608 0.0180351853444949 0.132222663324289 0.0230641474708241 0.137251625450618
SLC27A2 0.223505260182899 0.043270836480105 0.00717182010693152 0.173062603595862 0.136963587222689
KDSR 0.215077105043106 0.0392449112524498 0.00802500727098565 0.167807186519671 0.136587282538207
RDH10 0.193571196544709 0.0289305670393518 0.00953782112468993 0.155102808380667 0.135710062466005
KCTD10 0.152359989444688 0.00857683698609879 0.10453022708936 0.0392529253692288 0.13520631547249
ADD2 0.156617296082522 0.0108641212005109 0.0154460506160056 0.130307124266005 0.1348890536815
NDEL1 0.165361392865471 0.0152893073038715 0.114771503829676 0.0353005817319232 0.134782778257728
ITPA 0.189897080645509 0.0277863388572404 NA 0.162110741788269 0.134324402931029
FAHD1 0.24831823358285 0.0570715710407777 0.078619472081521 0.112627190460551 0.134175091501294
OSBPL3 0.162497517714689 0.0142052998362124 0.00940520511503829 0.138887012763438 0.134086918042264
LIN52 0.162749774009795 0.0143590038129026 0.148390770196892 NA 0.134031766383989
MCC 0.196539596460152 0.0313655065278156 0.00825303469673111 0.156921055235605 0.133808583404521
PINX1 0.163027225601706 0.0149515563602655 0.0461714854862365 0.101904183755204 0.133124112881175
TDRD6 0.883986383572763 0.375432020171329 0.0292974090104378 0.479256954390996 0.133122343230105
TRIT1 0.174823213590218 0.0209452187951522 NA 0.153877994795066 0.132932775999914
CMTM6 0.162869718823496 0.0151605991196554 0.00770389208443312 0.140005227619407 0.132548520584185
U2AF2 0.159901106080319 0.0136770462833429 0.0117960215952652 0.134428038201711 0.132547013513633
F2RL2 0.193862771129005 0.030799325402401 0.00786965227253944 0.155193793454065 0.132264120324203
TTLL7 0.170621802593758 0.0191861384190655 NA 0.151435664174692 0.132249525755627
DCHS1 0.21574640665992 0.0420897146350884 0.0492089841296883 0.124447707895143 0.131566977389743
SEMA3D 0.161658824488075 0.01530820147045 0.128915284091157 0.0174353389264679 0.131042421547175
SLC26A11 0.157179312634344 0.0132541836094078 0.0773386233359037 0.0665865056890325 0.130670945415528
RAD51B 0.192646950870321 0.0312476939049197 0.0357179226210516 0.12568133434435 0.130151563060482
RTEL1 0.190695317576642 0.0302987595681145 0.00865390291327517 0.151742655095252 0.130097798440413
MTRF1L 0.164563944126605 0.0174327484927062 0.0127065088276148 0.134424686806284 0.129698447141193
SOX10 0.155074339334654 0.012691096707252 0.00769235063266105 0.134690891994741 0.12969214592015
SYNJ2 0.158890695017782 0.0148837805276612 0.0172205708459019 0.126786343644219 0.12912313396246
SYNE1 0.353461847766158 0.112357484361836 0.0990184066045707 0.142085956799751 0.128746879042486
RANBP2 0.182442896976951 0.0268779619728146 0.0084441260737268 0.14712080893041 0.128686973031322
CRIPT 0.16396949748591 0.0178165855725065 0.0301835475662945 0.115969364347109 0.128336326340897
NFE2L3 0.169377243467693 0.0205345996710409 NA 0.148842643796652 0.128308044125611
RAB11FIP5 0.169247972140152 0.0205272447800018 0.0206392901005847 0.128081437259566 0.128193482580149
SDE2 0.155800217218843 0.0140963405290778 0.116769154265563 0.0249347224242021 0.127607536160687
REEP2 0.152756036016717 0.0127259541103868 NA 0.14003008190633 0.127304127795943
PCDHB3 0.163676870804176 0.0182139349993647 NA 0.145462935804811 0.127249000805446
WDR90 0.176929093771295 0.0248700393755326 0.0760811835776362 0.0759778708181266 0.12718901502023
DMAC2L 0.167165736305301 0.0205347946370391 0.00636975867241985 0.140261182995842 0.126096147031223
ERO1A 0.150901254748787 0.012490593290037 0.13841066145875 NA 0.125920068168713
STX16 0.157062131502615 0.0156038316800348 0.117888989921916 0.0235693099006645 0.125854468142546
ZFP36L2 0.154143984771614 0.0143522452734224 0.00828298195386967 0.131508757544322 0.125439494224769
