genename PIP_sum PIP_0hr_nmglut PIP_1hr_nmglut PIP_6hr_nmglut PIP_diff
SLC37A3 0.461033194554712 0.0092751863799152 0.451758008174797 NA 0.442482821794882
FOXRED2 0.46670963258646 0.0127360360807238 0.0925841428668397 0.361389453638896 0.441237560425012
ITGAE 0.444273356508079 0.00267494760137821 0.407377163937715 0.034221244968986 0.438923461305323
DRD4 0.44793417316902 0.00512480930741333 0.397730076528243 0.0450792873333635 0.437684554554193
MSRB3 0.444460278797185 0.00429739520814609 0.413052375103178 0.0271105084858609 0.435865488380893
FBXW7 0.441114572264861 0.00308060614055339 0.0470454175886926 0.390988548535615 0.434953359983754
ZNF135 0.508411925466287 0.0377791526572944 0.419167311907743 0.0514654609012496 0.432853620151698
STAM2 0.452804120394275 0.0120753379148959 0.111268750726076 0.329460031753303 0.428653444564483
ECI2 0.45399648916934 0.0133958210759164 0.308733481462207 0.131867186631217 0.427204847017508
ATG101 0.430364463287307 0.00300439350200132 0.037158890524389 0.390201179260917 0.424355676283305
SLC25A40 0.42426962523371 0.00179211511988298 0.121325014185797 0.30115249592803 0.420685394993944
C16orf74 0.430766368853132 0.00660949121606558 0.22554996180459 0.198606915832476 0.417547386421
C3orf20 0.417328055999891 0.00328387813378528 0.383155655828221 0.0308885220378849 0.410760299732321
PLEKHA8 0.414695724797566 0.00334209915794248 0.16780857589586 0.243545049743763 0.408011526481681
LRGUK 0.432499242204497 0.0137748273092516 0.289314593273959 0.129409821621286 0.404949587585993
ZNF77 0.41001695651269 0.00410524323735451 0.405911713275336 NA 0.401806470037981
KDSR 0.40928807730531 0.00399700393960756 0.0409320759123981 0.364358997453304 0.401294069426095
MCC 0.405450924108823 0.00316714140670837 0.361912167931088 0.0403716147710268 0.399116641295406
FARP2 0.403595483503976 0.00359866454055335 NA 0.399996818963423 0.39639815442287
OSBP2 0.455341513459516 0.0308120664973831 0.391799182106007 0.0327302648561257 0.39371738046475
MARVELD1 0.398386354040974 0.00328009910850047 0.333470006353267 0.0616362485792062 0.391826155823973
VPS33B 0.395132467319089 0.00257317551109715 0.041263288145869 0.351296003662123 0.389986116296895
C1D 0.397240074648526 0.00400306969484743 0.352063582216828 0.0411734227368501 0.389233935258831
RYR1 0.394725316391777 0.00309543480051921 0.346670451636296 0.0449594299549614 0.388534446790738
CD47 0.444800010734631 0.0296448990487349 0.28982933214879 0.125325779537106 0.385510212637161
THUMPD2 0.39120116351616 0.00302792157246035 0.0781166813177256 0.310056560625974 0.385145320371239
CCDC171 0.392015921211325 0.00380164955133555 0.348375327296643 0.0398389443633467 0.384412622108654
DDX25 0.388841745399133 0.002246797498764 0.35866787496841 0.0279270729319592 0.384348150401605
SLC35F1 0.380119634765906 0.00266392876778254 0.347496982027499 0.0299587239706244 0.374791777230341
SLC2A6 0.38460518515181 0.00491285830467692 0.0835602438558257 0.296132082991307 0.374779468542456
PMFBP1 0.389668852138177 0.00794339353565909 0.0344772957495982 0.34724816285292 0.373782065066859
PTCHD4 0.380374061146706 0.00441490867673167 0.0805957513336114 0.295363401136363 0.371544243793243
PM20D1 0.406972619140535 0.0181025387417678 0.221889748733027 0.16698033166574 0.370767541656999
FLI1 0.376042101362361 0.00300713345991188 0.156189936248899 0.21684503165355 0.370027834442537
SASH1 0.377937385343446 0.00425974458116429 0.339091307316057 0.0345863334462244 0.369417896181117
SUMF2 0.374210358383003 0.0033595854312346 0.321346526304525 0.0495042466472432 0.367491187520534
LZTS1 0.374592804638534 0.00681823152404026 0.334517321462033 0.0332572516524609 0.360956341590454
TMEM183A 0.369162409682707 0.00488189034260811 0.177915082757954 0.186365436582145 0.359398628997491
RAB15 0.361267324514786 0.00332075743589666 0.326021981081233 0.0319245859976565 0.354625809642993
RAP1A 0.361589767366613 0.00500099828434109 0.255185061070439 0.101403708011833 0.351587770797931
OPRD1 0.379309135533248 0.0140567207229706 0.275173117209453 0.0900792976008242 0.351195694087307
SMIM22 0.359260796580677 0.00469985503211978 0.296461868454758 0.0580990730937989 0.349861086516437
COMMD10 0.357286672284845 0.00373895769911925 0.305469192561333 0.048078522024393 0.349808756886607
OTULIN 0.355966081358522 0.00328809537846408 0.215981845865749 0.136696140114309 0.349389890601594
ZDHHC20 0.357361321073932 0.00407962636282255 0.319291716998904 0.0339899777122054 0.349202068348287
AKAP12 0.365457687971461 0.00849290896210064 0.255493504800262 0.101471274209098 0.348471870047259
GLDN 0.405180159507375 0.029024630201723 0.21429611834958 0.161859410956072 0.347130899103929
SESN1 0.352888074061417 0.00314936982755742 0.0329032122753862 0.316835491958473 0.346589334406302
CCAR2 0.354430191429727 0.00442184303249071 NA 0.350008348397236 0.345586505364745
TTC30B 0.355330619173558 0.00510636504392237 0.319332782740968 0.0308914713886678 0.345117889085713
CDH8 0.540833349437483 0.098060834426842 0.414734585917753 0.0280379290928883 0.344711680583799
ZDHHC21 0.373061023873553 0.0144050386674774 0.358655985206076 NA 0.344250946538599
SYNJ2 0.349739436859907 0.00297794875979862 0.137807180133569 0.208954307966539 0.343783539340309
KRBA2 0.35903749356002 0.00800925559113441 0.103270943869883 0.247757294099003 0.343018982377752
RBBP9 0.347757828322512 0.00392507609317039 0.205390509326217 0.138442242903125 0.339907676136172
IFITM2 0.348242759196509 0.00578192592877169 0.311508822248048 0.0309520110196889 0.336678907338965
LRMDA 0.342234137256834 0.00315547385299653 0.308822717913395 0.0302559454904422 0.335923189550841
PITPNC1 0.340610428945086 0.00309317744834203 0.183185161173003 0.154332090323741 0.334424074048402
FAM222B 0.348665400951707 0.00797020477405208 0.05441611992721 0.286279076250445 0.332724991403603
DDX11 0.352183659630766 0.0102075583277839 0.195416716853718 0.146559384449264 0.331768542975198
TEX10 0.342410447600244 0.00585020865671471 0.253314747435051 0.0832454915084784 0.330710030286815
AFF1 0.412970829143089 0.0411324590949134 0.311839225250899 0.0599991447972764 0.330705910953262
ZNF507 0.334486361216203 0.00215063440360852 0.0401216771853556 0.292214049627239 0.330185092408986
STIM1 0.342342611967862 0.00672220906629428 0.302174085688552 0.0334463172130161 0.328898193835274
ERBB2 0.335759640242796 0.00415062220406104 0.289891064150491 0.0417179538882443 0.327458395834674
NKAIN2 0.332859607718133 0.00278377223200088 0.298274747526406 0.0318010879597265 0.327292063254132
KIF6 0.352941674542461 0.0134146925701103 0.168348889929447 0.171178092042904 0.326112289402241
COMMD7 0.33152853921981 0.00319459054334592 0.238467975770583 0.0898659729058812 0.325139358133118
TUBB8 0.335127748447655 0.00545103979235773 0.195296050921943 0.134380657733354 0.324225668862939
STX16 0.369232773488546 0.0229386818270808 0.144995842661152 0.201298249000313 0.323355409834384
COPS6 0.333455828224024 0.00545307301191067 0.205015787727227 0.122986967484886 0.322549682200202
COQ6 0.326609133542166 0.00373581209291474 0.294212986987455 0.0286603344617966 0.319137509356337
DNAJB1 0.324296628520435 0.00332786808323726 0.042623562098359 0.278345198338839 0.317640892353961
CALR 0.323490677645011 0.00314977302435315 NA 0.320340904620658 0.317191131596305
TTC3 0.32523854779369 0.00425021953802474 0.21592272583449 0.105065602421175 0.31673810871764
CRHR1 0.358749199389526 0.0223802873913733 0.146378402751706 0.189990509246447 0.31398862460678
MTHFD1L 0.364925147030951 0.0262587741954633 0.299777501226542 0.0388888716089453 0.312407598640024
STOX1 0.391783160405825 0.0407934582347614 0.232976701949053 0.118013000222011 0.310196243936303
USP22 0.314271892733025 0.00254908308477819 0.0453731917465656 0.266349617901681 0.309173726563468
ENPP5 0.317699943827976 0.00447209944395133 0.0548634089733036 0.258364435410721 0.308755744940073
RAD9A 0.318987975565382 0.00511963789264869 NA 0.313868337672733 0.308748699780084
ORAI2 0.326865238034141 0.00947085571365836 0.262862087293423 0.0545322950270597 0.307923526606824
DUSP3 0.31837583314061 0.00522864822011182 0.252610345165993 0.0605368397545051 0.307918536700386
RWDD2B 0.352554073714334 0.0225483736017074 0.246280696683015 0.0837250034296119 0.30745732651092
COL4A1 0.311931093283263 0.00300964618968991 0.0461586728157402 0.262762774277833 0.305911800903883
PCMTD2 0.320508082398692 0.00770146424403284 0.281549386964694 0.0312572311899656 0.305105153910627
SPTSSB 0.349444683904579 0.0225241099364912 0.0327551873612452 0.294165386606843 0.304396464031597
SLC7A1 0.312218391155727 0.00398217638478193 0.162555698996559 0.145680515774386 0.304254038386163
MGAT5B 0.309441832588444 0.0030732128046761 0.0411965031580923 0.265172116625676 0.303295406979092
CEP290 0.307528220164794 0.00247689921162453 0.254063708018542 0.0509876129346278 0.302574421741545
SLC31A1 0.31034320477425 0.00400514587901923 0.258709173682612 0.0476288852126191 0.302332913016212
TTC12 0.31493442021425 0.00646088232307063 0.0841624054831011 0.224311132408078 0.302012655568108
CYB5R3 0.307863800424198 0.0040217050737994 0.262399560327727 0.0414425350226715 0.299820390276599
TMEM132A 0.307333179978875 0.00395972270743905 0.0968232408633354 0.206550216408101 0.299413734563997
SYN2 0.306478552283016 0.00370450610073525 0.19842049103521 0.104353555147071 0.299069540081546
CIAO3 0.31427797787533 0.00839687875456086 0.274641101048205 0.0312399980725645 0.297484220366209
IST1 0.3054740579997 0.00404635882312276 0.155264555154087 0.14616314402249 0.297381340353454
C1orf127 0.303554358525655 0.00332295805770677 0.267446913803685 0.0327844866642631 0.296908442410241
RPL36 0.302136571769945 0.0027132516411047 0.273370541181056 0.0260527789477838 0.296710068487735
ZNF107 0.360439209078897 0.0321416693257205 0.0464370705217664 0.28186046923141 0.296155870427456
MTIF3 0.326689285138475 0.0159477939227223 0.276304935755649 0.0344365554601038 0.294793697293031
CRH 0.301353825220313 0.00349596085693338 0.29785786436338 NA 0.294361903506447
SLC13A4 0.307669172258998 0.00688704226851811 0.0439474043780932 0.256834725612387 0.293895087721962
GLIS3 0.302154486344584 0.00461349537367439 0.262252329723305 0.0352886612476048 0.292927495597235
PIGZ 0.297467233412766 0.00367971131324796 0.264707995743303 0.0290795263562146 0.29010781078627
CFAP100 0.29618046266293 0.00319000054187246 0.116787254734133 0.176203207386925 0.289800461579186
RALB 0.32149147317933 0.0161041815655403 0.0815985180910738 0.223788773522716 0.289283110048249
PPP4R2 0.308729643205244 0.00992261290880603 0.271477944614462 0.0273290856819762 0.288884417387632
DMXL2 0.32911724729473 0.020126096944914 0.125564802794821 0.183426347554995 0.288865053404902
PALLD 0.294624462665226 0.00291188928454011 0.0522331846266694 0.239479388754016 0.288800684096145
TMEM80 0.311850157561058 0.01376638943421 0.222450934637648 0.0756328334892001 0.284317378692638
CHRNA5 0.310442780965462 0.0131447924713958 0.253758777140443 0.0435392113536229 0.28415319602267
ZNF765 0.309944507763191 0.0131565654719563 0.0484909263412247 0.24829701595001 0.283631376819278
SMAD3 0.306619157921794 0.0125285594032771 0.141320722441887 0.15276987607663 0.28156203911524
EIF4E2 0.288382135195221 0.00345176044823514 0.1261765203482 0.158753854398786 0.281478614298751
CCDC81 0.289098996917817 0.00434933171574725 0.0679188761894498 0.21683078901262 0.280400333486323
RAB5A 0.369481171682299 0.0449776866178603 0.050986834458431 0.273516650606008 0.279525798446579
LRRC42 0.284451100197382 0.0029900397772159 0.244727391822404 0.0367336685977622 0.27847102064295
PEX19 0.317704045248739 0.0206925429487955 NA 0.297011502299943 0.276318959351148
RIMBP2 0.282026893384936 0.00325810104206792 0.247123333222585 0.0316454591202828 0.2755106913008
TBC1D14 0.287771712390315 0.00624498166846732 0.22703000201854 0.0544967287033076 0.27528174905338
ADAM19 0.284632432198441 0.00482095822751483 0.198295908632654 0.0815155653382725 0.274990515743412
NPTXR 0.307466889706618 0.0166517599779109 0.135937499816776 0.154877629911931 0.274163369750796
PKD1L1 0.278549055566671 0.00303942536339674 0.275509630203274 NA 0.272470204839877
GRM1 0.279591844685525 0.00372847720700997 0.245353381994199 0.0305099854843163 0.272134890271505
USP48 0.280518168898364 0.00438155472252944 0.0492595833872497 0.226877030788585 0.271755059453305
ZNF391 0.382454324178813 0.05552640531323 0.302650451517377 0.0242774673482058 0.271401513552353
EMID1 0.276393670868302 0.00256545253193408 0.248263866757291 0.0255643515790766 0.271262765804434
SHANK2 0.283428197219765 0.00634115071499319 0.144071839062965 0.133015207441807 0.270745895789779
PPFIA1 0.323538510392635 0.027619862967103 0.295918647425532 NA 0.268298784458429
C8orf34 0.290495817119071 0.0120055184447572 0.159444310060416 0.119045988613898 0.266484780229557
ZNF589 0.309304162434493 0.0214943504244651 0.287809812010028 NA 0.266315461585563
ICE2 0.273402638408669 0.0038033836823107 0.214818854250339 0.0547804004760195 0.265795871044048
FEZ1 0.279167375978801 0.00713030986273289 0.233700431357644 0.0383366347584241 0.264906756253335
PRKG1 0.271965070945301 0.00357230915579809 0.0321799213760947 0.236212840413408 0.264820452633705
BMP8A 0.268150465721892 0.00264389773966134 0.0355437805866471 0.229962787395584 0.26286267024257
FLACC1 0.269407352657264 0.00363950020365167 0.235256322927061 0.030511529526551 0.26212835224996
PIGN 0.323112069488598 0.0305197131895049 0.292592356299093 NA 0.262072643109588
SEPTIN9 0.269032292553348 0.00385219931991654 0.265180093233431 NA 0.261327893913514
ARHGEF3 0.29156164805847 0.0152124988326972 0.212979736935716 0.0633694122900572 0.261136650393076
PARVA 0.271396941526301 0.00519058912987302 0.171580069715676 0.094626282680752 0.261015763266555
ZNF521 0.271361379659633 0.00596701470584971 0.0434915372978616 0.221902827655922 0.259427350247934
ZMYM2 0.265087325827668 0.00307169576302879 0.168583793247485 0.0934318368171545 0.258943934301611
SLC31A2 0.281597245536238 0.0114763784351041 0.114027386565239 0.156093480535895 0.25864448866603
SNCAIP 0.265742442936299 0.00355235372961593 NA 0.262190089206683 0.258637735477067
AKAP3 0.264796233908861 0.00308209863510234 0.102833819220547 0.158880316053212 0.258632036638657
CARNMT1 0.262543737871384 0.00265113638989867 NA 0.259892601481485 0.257241465091586
CACNA1G 0.27258042631607 0.00793505442563525 0.0628878726184824 0.201757499271952 0.256710317464799
FAM120B 0.262369665447958 0.00305794599913622 NA 0.259311719448822 0.256253773449686
EFCAB5 0.276621885110566 0.0105435988611856 0.165675942075623 0.100402344173757 0.255534687388194
C8orf89 0.28388534410535 0.0144116005271248 0.0414021240042653 0.22807161957396 0.2550621430511
CRAMP1 0.291392998713547 0.0181982222035131 0.115627981441424 0.15756679506861 0.254996554306521
ATP5MC1 0.261742399483859 0.00351970368838994 0.0470561611958551 0.211166534599614 0.254702992107079
MED24 0.260044211472905 0.00293038699921633 0.0374586930752693 0.219655131398419 0.254183437474472
MYRFL 0.288580557782952 0.0172367248860216 0.155385700061429 0.115958132835501 0.254107108010908
FBXL4 0.287199140375649 0.0166460319214556 0.205371388950425 0.0651817195037688 0.253907076532738
SRD5A3 0.260260727999623 0.00318777528301129 NA 0.257072952716612 0.253885177433601
FBXW8 0.259850926598432 0.00319651059512782 0.256654416003304 NA 0.253457905408176
LRRK2 0.260849300099671 0.00374711592978283 0.230559685379403 0.0265424987904855 0.253355068240106
CEMIP 0.257939804142772 0.00247487670148427 0.0520777805138414 0.203387146927446 0.252990050739803
TIAM1 0.271173620680885 0.00933127163583225 0.119524140416908 0.142318208628145 0.252511077409221
AP1G1 0.268306523181612 0.00799218353294784 0.0375041846017251 0.222810155046939 0.252322156115716
GFPT2 0.26121393690293 0.00457756581818025 0.181237788544312 0.0753985825404374 0.252058805266569
SH3TC1 0.260870814569142 0.00547252292413214 0.136737694098286 0.118660597546724 0.249925768720878
PCSK2 0.256597955648765 0.00346303423356686 0.199129366569905 0.0540055548452931 0.249671887181631
SYNE1 0.256449159977866 0.00372243529018745 0.252726724687679 NA 0.249004289397492
CHD2 0.256729910674588 0.00402722931099508 0.109755949065927 0.142946732297666 0.248675452052598
IBTK 0.258568849430842 0.00507715857687241 0.231131348431966 0.0223603424220036 0.248414532277097
UPP1 0.320298585756656 0.0359913056067672 0.284307280149889 NA 0.248315974543122
ARHGAP21 0.259263696275373 0.00635206633768959 0.216453598664519 0.0364580312731646 0.246559563599994
ZNF343 0.252557142848383 0.003381857904869 0.205652931702856 0.0435223532406579 0.245793427038645
SMARCAD1 0.280744330374406 0.0176535192056001 0.135596042531088 0.127494768637718 0.245437291963206
NIT2 0.252677907134737 0.00381161735589697 0.15489862366496 0.0939676661138801 0.245054672422943
CREB1 0.271387923371054 0.013215484600666 0.225974207554123 0.032198231216265 0.244956954169722
HTRA1 0.25179856094569 0.00387874974805214 0.201234190253329 0.0466856209443084 0.244041061449585
TMEM44 0.253683979120854 0.00588054304002306 0.0766338563782933 0.171169579702538 0.241922893040808
LBHD2 0.249472853759753 0.00380484944715442 0.134609999361217 0.111058004951382 0.241863154865445
TMED8 0.252595997318979 0.00547796775772247 0.195083791750573 0.052034237810684 0.241640061803535
WDR20 0.249242538034199 0.00407863337716974 0.0399988109648849 0.205165093692144 0.241085271279859
PEX11A 0.250445177143992 0.00489827272340304 0.223106980802559 0.0224399236180302 0.240648631697186
C5AR1 0.289286407998005 0.0243672996215208 0.0442191071384378 0.220700001238046 0.240551808754963
PPARGC1A 0.247837255662932 0.00380673982926805 NA 0.244030515833664 0.240223776004396
NLGN2 0.279888025696114 0.0199910915492032 0.226439658852651 0.0334572752942602 0.239905842597708
ZNF438 0.26831222607394 0.0145012775627332 0.253810948511207 NA 0.239309670948474
PIGP 0.245643017334637 0.00324313986351288 0.137334275049949 0.105065602421175 0.239156737607611
TNFRSF12A 0.252022905424179 0.00648427879440527 0.101819236415521 0.143719390214253 0.239054347835369
HPS4 0.245170382597352 0.00307092367569761 0.0447021221978108 0.197397336723844 0.239028535245957
BRD3 0.24497357398052 0.00312767085505816 0.165289936982292 0.0765559661431702 0.238718232270404
IQSEC3 0.244502964051129 0.00301187475357678 NA 0.241491089297552 0.238479214543975
JAK1 0.245421206144034 0.00354620055163513 0.21240766411011 0.0294673414822886 0.238328805040763
AGK 0.261415803642466 0.011794875049075 0.219182872035548 0.0304380565578429 0.237826053544316
SLC39A7 0.255600145338565 0.00929740168975035 0.0450292689085227 0.201273474740292 0.237005341959064
IFT46 0.246392360217018 0.00478393988934744 0.241608420327671 NA 0.236824480438324
ANTXR2 0.279269284250585 0.0214069993884611 0.109595977653007 0.148266307209117 0.236455285473663
CCNT2 0.246315147879134 0.00506866814339346 0.0663217826870246 0.174924697048716 0.236177811592347
EXOC1 0.250182290648571 0.00788607869432312 0.101774566326221 0.140521645628027 0.234410133259925
MROH1 0.240945203693874 0.00328694884939573 0.237658254844478 NA 0.234371305995082
SUN1 0.272307301707298 0.0190382772583321 NA 0.253269024448966 0.234230747190634
ACVR2B 0.241648444902074 0.00392221988855179 0.205829414014798 0.0318968109987245 0.233804005124971
FRMD4B 0.239805715561669 0.00300934270945819 0.135739631581519 0.101056741270692 0.233787030142753
GRID2 0.245536842076403 0.00630363333764594 0.178586986186071 0.0606462225526864 0.232929575401111
TPGS2 0.239728575852684 0.00341101392895593 0.190498853653134 0.0458187082705936 0.232906547994772
CCNT1 0.239624748575987 0.00343398484223789 0.0437905636239775 0.192400200109772 0.232756778891512
ANO10 0.239393253896144 0.00334467964398322 0.163624236118014 0.072424338134147 0.232703894608178
RPS10 0.311066558660696 0.0392719340618755 0.271794624598821 NA 0.232522690536945
C20orf96 0.253654242378396 0.0107182703485545 0.141424632131861 0.10151133989798 0.232217701681287
ARL6IP6 0.240499881612979 0.00459683479578255 NA 0.235903046817196 0.231306212021413
THSD1 0.240553698542066 0.00482809717759158 0.0485717270063489 0.187153874358126 0.230897504186883
SERGEF 0.282011383775382 0.0256680177938409 0.0391947965002102 0.217148569481331 0.2306753481877
HYAL2 0.233026544289643 0.00183194180062207 NA 0.231194602489021 0.229362660688399
OSBPL10 0.232693737071531 0.0020184237402282 NA 0.230675313331303 0.228656889591075
GCFC2 0.233216873581998 0.00248742488374998 0.206265029581396 0.0244644191168518 0.228242023814498
RAD23B 0.234703775522693 0.00325612056624736 0.231447654956446 NA 0.228191534390199
RXRG 0.232867789891617 0.00258414774046079 0.194547735980195 0.0357359061709616 0.227699494410696
CACHD1 0.233763008082206 0.00326028879982576 0.199214042082147 0.0312886772002334 0.227242430482555
NOB1 0.233198251553585 0.00312124847516715 0.198572550763134 0.0315044523152843 0.226955754603251
HEBP1 0.232906460608493 0.00301522249447672 0.154961756035459 0.0749294820785577 0.22687601561954
RPL21 0.235791831505527 0.00455748367454711 0.0545320833493445 0.176702264481635 0.226676864156432
ADNP 0.264976943049107 0.0198083622012069 0.163755631214297 0.0814129496336029 0.225360218646693
NUDT14 0.242747988786109 0.00890398095809497 0.118699325667235 0.115144682160779 0.224940026869919
UBALD1 0.229490451480858 0.00245157975894217 0.0315400870688168 0.195498784653099 0.224587291962974
SLC5A3 0.231630708018954 0.00355868308575358 0.2280720249332 NA 0.224513341847446
NRIP1 0.228353784658332 0.00279983239184611 0.0392471790505337 0.186306773215952 0.22275411987464
PIGF 0.380734618529266 0.0790900471175734 0.270504689795097 0.0311398816165959 0.22255452429412
ELP5 0.229303559594164 0.00339836307122399 0.164184732957714 0.0617204635652263 0.222506833451716
TOMM34 0.267552819752116 0.0225290953234111 0.0277976227821136 0.217226101646591 0.222494629105293
STX1A 0.234044640707059 0.00619183138152979 0.198355875492861 0.0294969338326686 0.221660977944
CCDC88C 0.228195914278027 0.00365424669556946 0.0453980780440403 0.179143589538417 0.220887420886888
PWWP2A 0.232465628350237 0.00587496578960123 0.226590662560636 NA 0.220715696771035
